Cliente ID,N̼mero de Compras,Cluster
2296.0,968,1
1096.0,894,1
4651.0,881,1
1726.0,865,1
1372.0,856,1
2800.0,851,1
2846.0,843,1
3813.0,822,1
450.0,816,1
4757.0,810,1
3228.0,674,1
1189.0,671,1
125.0,654,1
295.0,619,1
1961.0,612,1
5195.0,606,1
4780.0,579,1
563.0,574,1
3224.0,567,1
4635.0,567,1
223.0,556,1
14.0,552,1
1117.0,548,1
455.0,547,1
3067.0,539,1
791.0,496,1
2862.0,485,1
3499.0,484,1
2068.0,484,1
3264.0,484,1
1296.0,484,1
3938.0,483,1
2761.0,474,1
1101.0,468,1
4099.0,462,1
2000.0,462,1
2608.0,432,1
3121.0,426,1
308.0,425,1
1248.0,420,1
2204.0,419,1
4179.0,416,1
2109.0,415,1
4562.0,411,1
4736.0,410,1
1391.0,409,1
496.0,408,1
2396.0,405,1
2720.0,403,1
2962.0,397,1
669.0,377,1
1514.0,373,1
1715.0,373,1
410.0,373,1
1402.0,367,1
4412.0,366,1
2002.0,361,1
5064.0,354,1
5142.0,354,1
4891.0,352,1
4674.0,351,1
3234.0,350,1
3261.0,315,1
378.0,314,1
2852.0,311,1
3865.0,308,1
1856.0,307,1
834.0,306,1
2595.0,301,1
3792.0,296,1
3799.0,295,1
4196.0,248,2
3918.0,247,2
961.0,246,2
85.0,237,2
2402.0,237,2
3875.0,229,2
1287.0,229,2
2330.0,194,2
2547.0,189,2
2616.0,185,2
2377.0,180,2
1271.0,178,2
4247.0,178,2
946.0,176,2
3472.0,152,2
25.0,150,2
657.0,149,2
2965.0,149,2
4415.0,145,2
4913.0,144,2
3739.0,142,2
3612.0,142,2
740.0,138,2
2478.0,137,2
4429.0,136,2
1041.0,135,2
3598.0,135,2
4506.0,132,2
4443.0,131,2
2324.0,130,2
3190.0,128,2
993.0,128,2
487.0,126,2
4311.0,124,2
5008.0,124,2
3990.0,123,2
996.0,122,2
105.0,122,2
3073.0,121,2
899.0,121,2
4616.0,121,2
4666.0,120,2
5077.0,120,2
1399.0,120,2
3709.0,118,2
3062.0,118,2
2454.0,117,2
661.0,117,2
3275.0,117,2
769.0,117,2
57.0,116,2
1206.0,116,2
3101.0,116,2
1505.0,116,2
388.0,115,2
1238.0,114,2
483.0,114,2
4764.0,114,2
4511.0,114,2
2707.0,114,2
424.0,113,2
4454.0,113,2
5053.0,112,2
1686.0,112,2
2286.0,112,2
672.0,112,2
2379.0,111,2
3604.0,111,2
1590.0,111,2
3794.0,111,2
3015.0,111,2
4271.0,110,2
1746.0,110,2
3695.0,109,2
564.0,109,2
4879.0,108,2
4451.0,108,2
3237.0,107,2
3687.0,107,2
4517.0,107,2
3032.0,105,2
2588.0,105,2
909.0,105,2
1174.0,105,2
3880.0,104,2
1456.0,104,2
3557.0,104,2
1199.0,103,2
314.0,103,2
3626.0,103,2
735.0,103,2
2244.0,103,2
474.0,102,2
2217.0,102,2
1168.0,101,2
433.0,100,2
3010.0,100,2
1588.0,100,2
292.0,99,2
1137.0,99,2
2597.0,99,2
1162.0,99,2
1568.0,98,2
4236.0,98,2
70.0,98,2
4441.0,97,2
2355.0,97,2
1278.0,97,2
4916.0,96,2
361.0,96,2
970.0,96,2
4558.0,96,2
4947.0,96,2
4231.0,95,2
1540.0,95,2
3438.0,95,2
4035.0,95,2
3511.0,94,2
2848.0,94,2
4018.0,94,2
4637.0,94,2
1029.0,93,2
1437.0,93,2
3920.0,93,2
3378.0,93,2
1411.0,93,2
2427.0,93,2
1300.0,93,2
1646.0,93,2
3850.0,92,2
2563.0,92,2
4423.0,92,2
2453.0,92,2
2009.0,91,2
2873.0,91,2
4464.0,91,2
1812.0,91,2
514.0,91,2
233.0,90,2
40.0,90,2
4105.0,90,2
3534.0,90,2
274.0,90,2
658.0,90,2
876.0,89,2
973.0,89,2
1557.0,89,2
1797.0,89,2
2690.0,89,2
1749.0,89,2
2947.0,89,2
2986.0,89,2
346.0,88,2
2088.0,88,2
3552.0,88,2
1141.0,88,2
5097.0,87,2
1131.0,87,2
2745.0,87,2
2457.0,87,2
1671.0,87,2
1862.0,87,2
2425.0,87,2
206.0,87,2
2989.0,87,2
2462.0,87,2
208.0,87,2
2673.0,86,2
4468.0,86,2
21.0,86,2
3640.0,86,2
3218.0,86,2
4496.0,86,2
3391.0,86,2
1948.0,86,2
2195.0,86,2
1025.0,85,2
3537.0,85,2
1256.0,85,2
1792.0,85,2
4393.0,85,2
4970.0,85,2
2282.0,85,2
2921.0,84,2
2703.0,84,2
470.0,84,2
2329.0,83,2
3571.0,83,2
1606.0,83,2
1433.0,83,2
1442.0,83,2
5060.0,83,2
1930.0,83,2
928.0,83,2
2365.0,83,2
3201.0,82,2
4574.0,82,2
1330.0,82,2
3581.0,82,2
3628.0,82,2
1723.0,81,2
2924.0,81,2
4786.0,81,2
926.0,81,2
1674.0,81,2
216.0,81,2
198.0,81,2
5005.0,81,2
1886.0,81,2
4072.0,81,2
4644.0,80,2
902.0,80,2
580.0,80,2
1071.0,80,2
712.0,80,2
3548.0,80,2
4351.0,80,2
2698.0,80,2
2170.0,80,2
2371.0,80,2
2912.0,80,2
260.0,79,2
456.0,79,2
1374.0,79,2
1282.0,79,2
667.0,79,2
4457.0,79,2
4899.0,79,2
1124.0,79,2
1974.0,79,2
1627.0,79,2
810.0,79,2
2014.0,79,2
1358.0,79,2
1826.0,78,2
335.0,78,2
2473.0,78,2
4848.0,78,2
2412.0,78,2
4197.0,78,2
1844.0,78,2
703.0,77,2
1190.0,77,2
493.0,77,2
2471.0,77,2
2859.0,77,2
1900.0,77,2
627.0,77,2
2635.0,77,2
158.0,77,2
1802.0,77,2
781.0,76,2
3116.0,76,2
607.0,76,2
3284.0,76,2
3786.0,76,2
2004.0,76,2
2788.0,76,2
4647.0,76,2
1225.0,76,2
717.0,76,2
635.0,76,2
140.0,76,2
297.0,76,2
628.0,76,2
3820.0,76,2
2328.0,76,2
576.0,75,2
281.0,75,2
4810.0,75,2
4384.0,75,2
3097.0,75,2
1656.0,75,2
4383.0,75,2
3179.0,75,2
326.0,75,2
4401.0,75,2
3508.0,75,2
4772.0,74,2
2953.0,74,2
309.0,74,2
3790.0,74,2
2803.0,74,2
2617.0,74,2
2256.0,74,2
5027.0,74,2
26.0,74,2
180.0,74,2
17.0,73,2
4029.0,73,2
785.0,73,2
2210.0,73,2
2671.0,73,2
2409.0,73,2
4130.0,73,2
3968.0,73,2
1761.0,73,2
846.0,72,2
2078.0,72,2
402.0,72,2
633.0,72,2
1571.0,72,2
5050.0,72,2
3796.0,72,2
3494.0,72,2
4131.0,72,2
2618.0,72,2
4741.0,72,2
2420.0,72,2
3253.0,72,2
4366.0,72,2
2615.0,72,2
4604.0,72,2
5066.0,72,2
4350.0,71,2
960.0,71,2
1036.0,71,2
3873.0,71,2
323.0,71,2
3000.0,71,2
1619.0,71,2
932.0,71,2
1829.0,71,2
4889.0,71,2
4623.0,71,2
3213.0,71,2
3556.0,71,2
752.0,71,2
2501.0,71,2
3654.0,70,2
3491.0,70,2
4881.0,70,2
5093.0,70,2
3133.0,70,2
1562.0,70,2
448.0,70,2
4737.0,70,2
2124.0,70,2
4313.0,70,2
947.0,70,2
2123.0,70,2
409.0,69,2
2851.0,69,2
2326.0,69,2
4407.0,69,2
3304.0,69,2
3384.0,69,2
3354.0,69,2
4955.0,69,2
4710.0,69,2
3486.0,69,2
4348.0,69,2
4846.0,69,2
1878.0,69,2
532.0,69,2
4424.0,69,2
2341.0,69,2
1274.0,69,2
2876.0,69,2
2434.0,69,2
988.0,68,2
1152.0,68,2
351.0,68,2
692.0,68,2
3985.0,68,2
2869.0,68,2
1440.0,68,2
1952.0,68,2
78.0,68,2
3831.0,68,2
4388.0,68,2
376.0,68,2
4709.0,68,2
814.0,68,2
1503.0,68,2
1978.0,68,2
3066.0,68,2
4890.0,68,2
4176.0,68,2
3427.0,67,2
3931.0,67,2
3257.0,67,2
3300.0,67,2
4687.0,67,2
415.0,67,2
3047.0,67,2
3771.0,67,2
755.0,67,2
2590.0,67,2
4621.0,67,2
1597.0,67,2
1554.0,67,2
204.0,67,2
54.0,67,2
716.0,67,2
4587.0,67,2
4157.0,67,2
1410.0,67,2
1807.0,67,2
3353.0,66,2
341.0,66,2
2630.0,66,2
2857.0,66,2
3718.0,66,2
828.0,66,2
56.0,66,2
2537.0,66,2
1024.0,66,2
1501.0,66,2
2910.0,66,2
2970.0,66,2
3599.0,66,2
3204.0,66,2
2580.0,66,2
1415.0,66,2
4143.0,66,2
4086.0,66,2
4893.0,66,2
1740.0,66,2
1069.0,66,2
235.0,66,2
2631.0,65,2
4532.0,65,2
3943.0,65,2
3029.0,65,2
4559.0,65,2
2158.0,65,2
3415.0,65,2
3884.0,65,2
907.0,65,2
1060.0,65,2
4067.0,65,2
1688.0,65,2
2113.0,65,2
623.0,65,2
1727.0,65,2
3259.0,65,2
4831.0,65,2
763.0,65,2
1906.0,65,2
1920.0,64,2
4744.0,64,2
621.0,64,2
138.0,64,2
5080.0,64,2
86.0,64,2
1449.0,64,2
3939.0,64,2
4686.0,64,2
4617.0,64,2
870.0,64,2
2433.0,64,2
678.0,64,2
757.0,64,2
4795.0,64,2
537.0,64,2
2349.0,64,2
2309.0,64,2
4691.0,64,2
551.0,64,2
3573.0,63,2
1082.0,63,2
594.0,63,2
2778.0,63,2
4399.0,63,2
1356.0,63,2
185.0,63,2
3016.0,63,2
1336.0,63,2
2209.0,63,2
4809.0,63,2
2870.0,63,2
561.0,63,2
1095.0,63,2
4748.0,63,2
4778.0,63,2
1847.0,63,2
2299.0,63,2
1521.0,63,2
1219.0,63,2
4062.0,63,2
2058.0,63,2
1976.0,63,2
5101.0,63,2
4801.0,63,2
4718.0,63,2
1020.0,63,2
4805.0,62,2
2364.0,62,2
5181.0,62,2
1774.0,62,2
1973.0,62,2
2573.0,62,2
477.0,62,2
4071.0,62,2
3575.0,62,2
4542.0,62,2
2265.0,62,2
332.0,62,2
805.0,62,2
5058.0,62,2
4551.0,62,2
939.0,62,2
4320.0,62,2
3268.0,62,2
609.0,62,2
253.0,62,2
2027.0,61,2
144.0,61,2
4033.0,61,2
4979.0,61,2
1432.0,61,2
3866.0,61,2
4204.0,61,2
2239.0,61,2
2048.0,61,2
1103.0,61,2
3727.0,61,2
4999.0,61,2
307.0,61,2
2415.0,61,2
3479.0,61,2
4775.0,61,2
3188.0,61,2
2372.0,61,2
1905.0,61,2
3734.0,61,2
3408.0,60,2
2569.0,60,2
804.0,60,2
71.0,60,2
3560.0,60,2
3442.0,60,2
2521.0,60,2
5131.0,60,2
4548.0,60,2
3657.0,60,2
937.0,60,2
3031.0,60,2
2504.0,60,2
4904.0,60,2
584.0,60,2
4677.0,60,2
933.0,60,2
868.0,60,2
2284.0,60,2
1450.0,60,2
3716.0,60,2
4657.0,60,2
2546.0,60,2
1515.0,59,2
666.0,59,2
1074.0,59,2
389.0,59,2
1045.0,59,2
2764.0,59,2
2561.0,59,2
2627.0,59,2
1150.0,59,2
2780.0,59,2
2144.0,59,2
2830.0,59,2
1899.0,59,2
2900.0,59,2
1565.0,59,2
3924.0,59,2
3014.0,59,2
2100.0,59,2
1313.0,59,2
45.0,59,2
2230.0,59,2
709.0,59,2
4771.0,59,2
270.0,59,2
4798.0,59,2
3656.0,59,2
2233.0,59,2
4872.0,59,2
232.0,59,2
3026.0,59,2
2961.0,59,2
4261.0,59,2
1266.0,59,2
4924.0,59,2
3256.0,59,2
4405.0,59,2
2653.0,59,2
1953.0,58,2
1836.0,58,2
4477.0,58,2
5018.0,58,2
4085.0,58,2
4557.0,58,2
4042.0,58,2
1947.0,58,2
4340.0,58,2
4967.0,58,2
3971.0,58,2
3818.0,58,2
2642.0,58,2
3885.0,58,2
4648.0,58,2
2768.0,58,2
283.0,58,2
2856.0,58,2
269.0,58,2
3203.0,58,2
3368.0,58,2
2492.0,58,2
945.0,58,2
1018.0,58,2
4602.0,58,2
32.0,58,2
5159.0,58,2
3693.0,58,2
3808.0,58,2
3025.0,58,2
2381.0,58,2
3517.0,57,2
4281.0,57,2
3317.0,57,2
3196.0,57,2
2293.0,57,2
2896.0,57,2
4198.0,57,2
79.0,57,2
511.0,57,2
1179.0,57,2
4479.0,57,2
1917.0,57,2
2557.0,57,2
468.0,57,2
4865.0,57,2
838.0,57,2
1765.0,57,2
5003.0,57,2
400.0,57,2
1142.0,57,2
471.0,57,2
3163.0,57,2
1945.0,57,2
2903.0,57,2
1587.0,57,2
3435.0,57,2
4779.0,57,2
2787.0,57,2
4931.0,57,2
4305.0,57,2
4002.0,56,2
1849.0,56,2
1285.0,56,2
598.0,56,2
2629.0,56,2
4341.0,56,2
677.0,56,2
4140.0,56,2
720.0,56,2
256.0,56,2
1546.0,56,2
4839.0,56,2
4478.0,56,2
5157.0,56,2
4458.0,56,2
2482.0,56,2
108.0,56,2
193.0,56,2
3242.0,56,2
4116.0,56,2
809.0,56,2
3937.0,56,2
818.0,56,2
117.0,56,2
2132.0,56,2
4869.0,56,2
2806.0,56,2
1693.0,56,2
4664.0,55,2
3162.0,55,2
2648.0,55,2
2822.0,55,2
2267.0,55,2
875.0,55,2
4302.0,55,2
2689.0,55,2
3215.0,55,2
3212.0,55,2
5048.0,55,2
3481.0,55,2
4721.0,55,2
2003.0,55,2
3335.0,55,2
2447.0,55,2
3965.0,55,2
4726.0,55,2
3422.0,55,2
4024.0,55,2
2532.0,55,2
3450.0,55,2
4952.0,55,2
2166.0,55,2
4730.0,55,2
4474.0,55,2
2273.0,55,2
2107.0,55,2
43.0,55,2
4113.0,55,2
513.0,55,2
3821.0,54,2
1628.0,54,2
4959.0,54,2
2042.0,54,2
2466.0,54,2
3135.0,54,2
787.0,54,2
4073.0,54,2
2884.0,54,2
987.0,54,2
1861.0,54,2
166.0,54,2
2313.0,54,2
2940.0,54,2
5075.0,54,2
4445.0,54,2
2211.0,54,2
2476.0,54,2
4794.0,54,2
3903.0,54,2
3751.0,54,2
538.0,54,2
2754.0,54,2
2257.0,54,2
5187.0,54,2
4787.0,54,2
3887.0,54,2
1453.0,53,2
2975.0,53,2
1146.0,53,2
4155.0,53,2
4927.0,53,2
5071.0,53,2
2540.0,53,2
1595.0,53,2
556.0,53,2
304.0,53,2
134.0,53,2
3719.0,53,2
1127.0,53,2
4502.0,53,2
3458.0,53,2
3633.0,53,2
3476.0,53,2
2448.0,53,2
906.0,53,2
3488.0,53,2
711.0,53,2
1512.0,53,2
4897.0,53,2
2785.0,53,2
2583.0,53,2
3393.0,53,2
2878.0,53,2
2034.0,53,2
5164.0,53,2
3437.0,53,2
1455.0,53,2
3859.0,53,2
2694.0,53,2
3169.0,53,2
5073.0,52,2
4950.0,52,2
2208.0,52,2
289.0,52,2
5148.0,52,2
1338.0,52,2
2740.0,52,2
2260.0,52,2
575.0,52,2
3754.0,52,2
4499.0,52,2
3270.0,52,2
1918.0,52,2
2681.0,52,2
4908.0,52,2
3153.0,52,2
4914.0,52,2
1513.0,52,2
2137.0,52,2
2297.0,52,2
1281.0,52,2
267.0,52,2
3262.0,52,2
1548.0,52,2
534.0,52,2
1314.0,52,2
4672.0,51,2
2029.0,51,2
3688.0,51,2
2883.0,51,2
200.0,51,2
2369.0,51,2
2845.0,51,2
2850.0,51,2
5068.0,51,2
971.0,51,2
4704.0,51,2
2039.0,51,2
161.0,51,2
3233.0,51,2
3433.0,51,2
2538.0,51,2
4620.0,51,2
3830.0,51,2
5125.0,51,2
3056.0,51,2
1451.0,51,2
1012.0,51,2
4493.0,51,2
3742.0,51,2
562.0,51,2
50.0,51,2
1601.0,51,2
2036.0,51,2
4306.0,51,2
2646.0,51,2
258.0,51,2
3610.0,51,2
1780.0,51,2
3970.0,50,2
4791.0,50,2
3753.0,50,2
2405.0,50,2
1318.0,50,2
2011.0,50,2
1261.0,50,2
2465.0,50,2
854.0,50,2
3410.0,50,2
1215.0,50,2
1113.0,50,2
1854.0,50,2
2708.0,50,2
2775.0,50,2
2984.0,50,2
1035.0,50,2
2510.0,50,2
2280.0,50,2
689.0,50,2
224.0,50,2
2973.0,50,2
2073.0,50,2
1599.0,50,2
1762.0,50,2
1529.0,50,2
619.0,50,2
1309.0,49,2
4318.0,49,2
1677.0,49,2
1579.0,49,2
3451.0,49,2
227.0,49,2
2613.0,49,2
5173.0,49,2
1922.0,49,2
3306.0,49,2
775.0,49,2
1482.0,49,2
113.0,49,2
4235.0,49,2
4743.0,49,2
4285.0,49,2
2407.0,49,2
585.0,49,2
4521.0,49,2
2162.0,49,2
3857.0,49,2
2651.0,49,2
19.0,49,2
4404.0,49,2
4409.0,49,2
2885.0,49,2
3096.0,49,2
3334.0,49,2
523.0,49,2
197.0,49,2
4849.0,49,2
3100.0,49,2
748.0,49,2
312.0,48,2
209.0,48,2
3894.0,48,2
4345.0,48,2
2062.0,48,2
546.0,48,2
153.0,48,2
2782.0,48,2
1910.0,48,2
4452.0,48,2
911.0,48,2
2905.0,48,2
4858.0,48,2
5183.0,48,2
3812.0,48,2
3252.0,48,2
2854.0,48,2
1134.0,48,2
830.0,48,2
1097.0,48,2
354.0,48,2
1550.0,48,2
2623.0,48,2
3784.0,48,2
284.0,48,2
1705.0,48,2
1939.0,48,2
4995.0,48,2
654.0,48,2
2404.0,48,2
995.0,48,2
2191.0,48,2
2340.0,48,2
1934.0,48,2
495.0,48,2
2652.0,48,2
3140.0,48,2
4005.0,48,2
439.0,48,2
1412.0,48,2
4600.0,48,2
4371.0,48,2
3834.0,48,2
3671.0,48,2
3998.0,48,2
3999.0,48,2
1477.0,47,2
4054.0,47,2
3900.0,47,2
1276.0,47,2
2040.0,47,2
2860.0,47,2
4187.0,47,2
2386.0,47,2
2603.0,47,2
2228.0,47,2
1716.0,47,2
1685.0,47,2
2259.0,47,2
1226.0,47,2
4989.0,47,2
369.0,47,2
5002.0,47,2
1670.0,47,2
983.0,47,2
976.0,47,2
4727.0,47,2
2470.0,47,2
5127.0,47,2
4217.0,47,2
3419.0,47,2
1936.0,47,2
2487.0,47,2
4255.0,47,2
1213.0,47,2
4820.0,47,2
2499.0,47,2
3644.0,47,2
572.0,47,2
566.0,47,2
364.0,47,2
2395.0,47,2
4520.0,47,2
3208.0,47,2
2192.0,47,2
1577.0,46,2
499.0,46,2
4622.0,46,2
2568.0,46,2
4051.0,46,2
3948.0,46,2
4953.0,46,2
2942.0,46,2
3836.0,46,2
601.0,46,2
2999.0,46,2
5107.0,46,2
3087.0,46,2
174.0,46,2
1758.0,46,2
2414.0,46,2
1354.0,46,2
115.0,46,2
2661.0,46,2
5184.0,46,2
1770.0,46,2
2867.0,46,2
4594.0,46,2
1049.0,46,2
4096.0,46,2
4211.0,46,2
4363.0,46,2
568.0,46,2
4734.0,46,2
4316.0,46,2
4465.0,46,2
1262.0,46,2
4227.0,46,2
3549.0,46,2
414.0,46,2
827.0,46,2
4905.0,45,2
4354.0,45,2
4097.0,45,2
3352.0,45,2
163.0,45,2
4887.0,45,2
4327.0,45,2
1342.0,45,2
294.0,45,2
1214.0,45,2
4210.0,45,2
3649.0,45,2
560.0,45,2
4001.0,45,2
1630.0,45,2
1398.0,45,2
2991.0,45,2
2982.0,45,2
4188.0,45,2
3902.0,45,2
4112.0,45,2
3789.0,45,2
4507.0,45,2
59.0,45,2
2054.0,45,2
4524.0,45,2
2526.0,45,2
2584.0,45,2
3136.0,45,2
4922.0,45,2
2841.0,45,2
3099.0,45,2
1707.0,45,2
4932.0,45,2
691.0,45,2
2254.0,45,2
186.0,45,2
5059.0,45,2
2201.0,45,2
2416.0,45,2
5100.0,45,2
1048.0,45,2
3358.0,45,2
4692.0,45,2
4867.0,45,2
2408.0,44,2
614.0,44,2
118.0,44,2
920.0,44,2
886.0,44,2
1107.0,44,2
